ts_code,trade_date,open,open_hfq,open_qfq,high,high_hfq,high_qfq,low,low_hfq,low_qfq,close,close_hfq,close_qfq,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,adj_factor,asi_bfq,asi_hfq,asi_qfq,asit_bfq,asit_hfq,asit_qfq,atr_bfq,atr_hfq,atr_qfq,bbi_bfq,bbi_hfq,bbi_qfq,bias1_bfq,bias1_hfq,bias1_qfq,bias2_bfq,bias2_hfq,bias2_qfq,bias3_bfq,bias3_hfq,bias3_qfq,boll_lower_bfq,boll_lower_hfq,boll_lower_qfq,boll_mid_bfq,boll_mid_hfq,boll_mid_qfq,boll_upper_bfq,boll_upper_hfq,boll_upper_qfq,brar_ar_bfq,brar_ar_hfq,brar_ar_qfq,brar_br_bfq,brar_br_hfq,brar_br_qfq,cci_bfq,cci_hfq,cci_qfq,cr_bfq,cr_hfq,cr_qfq,dfma_dif_bfq,dfma_dif_hfq,dfma_dif_qfq,dfma_difma_bfq,dfma_difma_hfq,dfma_difma_qfq,dmi_adx_bfq,dmi_adx_hfq,dmi_adx_qfq,dmi_adxr_bfq,dmi_adxr_hfq,dmi_adxr_qfq,dmi_mdi_bfq,dmi_mdi_hfq,dmi_mdi_qfq,dmi_pdi_bfq,dmi_pdi_hfq,dmi_pdi_qfq,downdays,updays,dpo_bfq,dpo_hfq,dpo_qfq,madpo_bfq,madpo_hfq,madpo_qfq,ema_bfq_10,ema_bfq_20,ema_bfq_250,ema_bfq_30,ema_bfq_5,ema_bfq_60,ema_bfq_90,ema_hfq_10,ema_hfq_20,ema_hfq_250,ema_hfq_30,ema_hfq_5,ema_hfq_60,ema_hfq_90,ema_qfq_10,ema_qfq_20,ema_qfq_250,ema_qfq_30,ema_qfq_5,ema_qfq_60,ema_qfq_90,emv_bfq,emv_hfq,emv_qfq,maemv_bfq,maemv_hfq,maemv_qfq,expma_12_bfq,expma_12_hfq,expma_12_qfq,expma_50_bfq,expma_50_hfq,expma_50_qfq,kdj_bfq,kdj_hfq,kdj_qfq,kdj_d_bfq,kdj_d_hfq,kdj_d_qfq,kdj_k_bfq,kdj_k_hfq,kdj_k_qfq,ktn_down_bfq,ktn_down_hfq,ktn_down_qfq,ktn_mid_bfq,ktn_mid_hfq,ktn_mid_qfq,ktn_upper_bfq,ktn_upper_hfq,ktn_upper_qfq,lowdays,topdays,ma_bfq_10,ma_bfq_20,ma_bfq_250,ma_bfq_30,ma_bfq_5,ma_bfq_60,ma_bfq_90,ma_hfq_10,ma_hfq_20,ma_hfq_250,ma_hfq_30,ma_hfq_5,ma_hfq_60,ma_hfq_90,ma_qfq_10,ma_qfq_20,ma_qfq_250,ma_qfq_30,ma_qfq_5,ma_qfq_60,ma_qfq_90,macd_bfq,macd_hfq,macd_qfq,macd_dea_bfq,macd_dea_hfq,macd_dea_qfq,macd_dif_bfq,macd_dif_hfq,macd_dif_qfq,mass_bfq,mass_hfq,mass_qfq,ma_mass_bfq,ma_mass_hfq,ma_mass_qfq,mfi_bfq,mfi_hfq,mfi_qfq,mtm_bfq,mtm_hfq,mtm_qfq,mtmma_bfq,mtmma_hfq,mtmma_qfq,obv_bfq,obv_hfq,obv_qfq,psy_bfq,psy_hfq,psy_qfq,psyma_bfq,psyma_hfq,psyma_qfq,roc_bfq,roc_hfq,roc_qfq,maroc_bfq,maroc_hfq,maroc_qfq,rsi_bfq_12,rsi_bfq_24,rsi_bfq_6,rsi_hfq_12,rsi_hfq_24,rsi_hfq_6,rsi_qfq_12,rsi_qfq_24,rsi_qfq_6,taq_down_bfq,taq_down_hfq,taq_down_qfq,taq_mid_bfq,taq_mid_hfq,taq_mid_qfq,taq_up_bfq,taq_up_hfq,taq_up_qfq,trix_bfq,trix_hfq,trix_qfq,trma_bfq,trma_hfq,trma_qfq,vr_bfq,vr_hfq,vr_qfq,wr_bfq,wr_hfq,wr_qfq,wr1_bfq,wr1_hfq,wr1_qfq,xsii_td1_bfq,xsii_td1_hfq,xsii_td1_qfq,xsii_td2_bfq,xsii_td2_hfq,xsii_td2_qfq,xsii_td3_bfq,xsii_td3_hfq,xsii_td3_qfq,xsii_td4_bfq,xsii_td4_hfq,xsii_td4_qfq
000001.SZ,20250915,11.7,1541.91726,11.7,11.72,1544.55302,11.72,11.63,1532.69211,11.63,11.65,1535.32787,11.65,11.72,-0.07,-0.5973,840386.56,980347.62,0.4331,1.0298,0.94,5.0795,5.1973,0.5137,1.5411,1.6271,8.2833,5.2189,1940591.8198,1940560.0653,816048.1215,22607894.7007,22607524.7607,131.7878,-26.02057,-3367.66227,-26.02057,-22.43372,-2894.95908,-22.43372,0.1765,23.26055,0.1765,11.80513,1555.77145,11.80513,-0.767,-0.767,-0.767,-1.25,-1.25,-1.25,-2.741,-2.741,-2.741,11.504,1516.074,11.504,11.943,1573.942,11.943,12.382,1631.809,12.382,67.41573,67.41573,67.41573,65.80882,65.80882,65.80882,-89.02276,-89.02276,-89.02276,72.37654,72.37654,72.37654,-0.509,-67.07999,-0.509,-0.40806,-53.77733,-0.40806,32.39824,32.39824,32.39824,29.7795,29.7795,29.7795,36.56388,36.56388,36.56388,9.69163,9.69163,9.69163,2.0,0.0,-0.564,-74.32832,-0.564,-0.5095,-67.14588,-0.5095,11.79142,11.91183,11.63139,11.9941,11.73063,12.04373,11.98522,1553.9649,1569.78264,1493.92373,1580.18218,1545.95369,1582.4677,1569.19085,11.79142,11.91144,11.33583,11.99035,11.73063,12.00769,11.90695,-0.42599,-0.42599,-0.42599,-0.25126,-0.25126,-0.25126,11.81724,1557.36805,11.81724,12.04849,1584.82996,12.02562,23.89655,23.89655,23.89655,25.43113,25.43113,25.43113,24.9196,24.9196,24.9196,11.63709,1533.57486,11.6367,11.91709,1570.47544,11.9167,12.19709,1607.37602,12.1967,65.0,0.0,11.763,11.943,11.60432,12.06367,11.748,12.277,12.04911,1550.21989,1573.9417,1493.97631,1589.84409,1548.24307,1617.95882,1576.63764,11.763,11.943,11.33623,12.06367,11.748,12.277,11.96346,-0.029,-4.108,-0.031,-0.135,-17.371,-0.132,-0.149,-19.425,-0.147,24.11706,24.11706,24.11706,24.60672,24.60672,24.60672,39.11564,39.11564,39.11564,-0.43,-56.66875,-0.43,-0.45333,-59.7438,-0.45333,27262.04699,29885.93152,29885.93152,33.333,33.333,33.333,34.722,34.722,34.722,-3.5596,-3.5596,-3.5596,-3.70685,-3.70685,-3.70685,34.628,40.772,30.316,34.677,41.212,30.316,34.677,41.212,30.316,11.6,1528.73848,11.6,12.065,1590.01981,12.065,12.53,1651.30113,12.53,-0.20108,-0.20074,-0.20074,-0.13888,-0.13731,-0.13731,53.15397,53.15397,53.15397,87.805,87.805,87.805,92.0,92.0,92.0,11.98143,1579.0063,11.98143,11.51157,1517.08448,11.51157,12.90537,1696.88943,12.87592,11.21682,1474.86651,11.19122
000002.SZ,20250915,6.92,1257.39168,6.92,7.04,1279.19616,7.04,6.82,1239.22128,6.82,6.97,1266.47688,6.97,6.94,0.03,0.4323,2289230.25,1584580.82,2.356,3.5363,1.08,,,0.4344,0.2423,0.272,0.0,,1193070.9471,971639.9629,647358.8838,8315704.5013,6772330.5414,181.704,13.02277,2369.92302,13.04277,5.91721,1078.81446,5.93721,0.1955,35.52313,0.1955,6.82708,1240.50835,6.82708,1.456,1.456,1.456,2.954,2.954,2.954,3.888,3.888,3.888,6.406,1163.918,6.406,6.755,1227.411,6.755,7.104,1290.903,7.104,147.56098,147.56098,147.56098,149.72067,149.72067,149.72067,122.42424,122.42424,122.42424,129.82456,129.82456,129.82456,0.114,20.71426,0.114,0.13358,24.27202,0.13358,24.71544,24.71544,24.71544,27.45535,27.45535,27.45535,22.55639,22.55639,22.55639,28.57143,28.57143,28.57143,0.0,2.0,0.363,65.95855,0.363,0.30342,55.13202,0.30342,6.82262,6.75518,7.35182,6.71557,6.88531,6.68811,6.73744,1239.69758,1227.44344,1332.58644,1220.24592,1251.08858,1215.25659,1224.21805,6.82262,6.75518,7.33383,6.71557,6.88531,6.68811,6.73743,-0.24218,-0.24218,-0.24218,-0.10785,-0.10785,-0.10785,6.80559,1236.60226,6.80559,6.68543,1214.76913,6.68543,86.66882,86.66882,86.66882,62.81509,62.81509,62.81509,70.76633,70.76633,70.76633,6.3743,1158.23615,6.3743,6.7523,1226.92027,6.7523,7.1303,1295.60438,7.1303,0.0,13.0,6.764,6.755,7.36988,6.65933,6.892,6.6125,6.61656,1229.04586,1227.41052,1339.13668,1210.0275,1252.30397,1201.5177,1202.25461,6.764,6.755,7.36988,6.65933,6.892,6.6125,6.61656,0.045,8.21,0.045,0.054,9.811,0.054,0.077,13.916,0.077,26.9748,26.9748,26.9748,26.79727,26.79727,26.79727,39.22784,39.22784,39.22784,0.2,36.3408,0.2,0.07333,13.32496,0.07333,39127.515,40461.29888,40461.29888,58.333,58.333,58.333,54.167,54.167,54.167,2.95421,2.95421,2.95421,1.17743,1.17743,1.17743,63.284,58.295,71.47,63.284,58.295,71.47,63.284,58.295,71.47,6.48,1177.44192,6.48,6.85,1244.6724,6.85,7.22,1311.90288,7.22,0.14758,0.14758,0.14758,0.0755,0.0755,0.0755,148.82656,148.82656,148.82656,25.758,25.758,25.758,40.476,40.476,40.476,7.01709,1275.03332,7.01709,6.74191,1225.03201,6.74191,7.24729,1316.86177,7.24729,6.29905,1144.5621,6.29905
000004.SZ,20250915,10.53,42.79392,10.53,10.79,43.85056,10.79,10.5,42.672,10.5,10.73,43.60672,10.73,10.47,0.26,2.4833,52743.43,56188.14,4.1764,5.6474,1.0,,,63.9902,14.3973,15.7747,0.0,,13238.0282,12628.7768,9339.358,142044.0426,135506.7751,4.064,-3.91471,-15.90938,-3.91471,-2.4589,-9.99298,-2.4589,0.503,2.04419,0.503,10.61913,43.15612,10.61913,1.131,1.131,1.131,0.83,0.83,0.83,3.889,3.889,3.889,9.541,38.776,9.541,10.572,42.963,10.571,11.602,47.149,11.602,95.88551,95.88551,95.88551,171.06481,171.06481,171.06481,-24.95999,-24.95999,-24.95999,145.37037,145.37037,145.37037,0.9412,3.82504,0.9412,1.2862,5.22712,1.2862,22.79328,22.79328,22.79328,38.10245,38.10245,38.10245,19.30295,19.30295,19.30295,23.3244,23.3244,23.3244,0.0,1.0,0.888,3.60883,0.888,1.07233,4.35796,1.07233,10.59484,10.40046,11.2578,10.18546,10.62676,9.86972,9.94007,43.05743,42.26748,45.75169,41.39369,43.18713,40.11055,40.39643,10.59484,10.40046,11.2578,10.18546,10.62676,9.86972,9.94007,-0.70552,-0.70552,-0.70552,-0.29238,-0.29238,-0.29238,10.56758,42.94665,10.56758,9.92084,40.31828,9.92084,70.11278,70.11278,70.11278,43.06655,43.06655,43.06655,52.08196,52.08196,52.08196,9.45484,38.42446,9.45484,10.41284,42.31777,10.41284,11.37084,46.21108,11.37084,0.0,1.0,10.531,10.5715,12.5944,10.07167,10.61,9.47283,9.43633,42.79798,42.96258,51.18364,40.93125,43.11904,38.49759,38.34926,10.531,10.5715,12.5944,10.07167,10.61,9.47283,9.43633,-0.12,-0.49,-0.12,0.362,1.469,0.362,0.301,1.224,0.301,28.71865,28.71865,28.71865,29.28425,29.28425,29.28425,41.25322,41.25322,41.25322,-1.09,-4.42976,-1.09,-0.13167,-0.53509,-0.13167,2236.7326,2236.9183,2236.9183,41.667,41.667,41.667,48.611,48.611,48.611,-9.22166,-9.22166,-9.22166,-0.91763,-0.91763,-0.91763,57.82,57.966,56.341,57.82,57.966,56.341,57.82,57.966,56.341,9.41,38.24224,9.41,10.645,43.26128,10.645,11.88,48.28032,11.88,0.54703,0.54703,0.54703,0.62514,0.62514,0.62514,171.19394,171.19394,171.19394,25.0,25.0,25.0,38.235,38.235,38.235,10.83852,44.04775,10.83852,10.41348,42.32038,10.41348,11.32909,46.04141,11.32909,9.84678,40.0173,9.84678
000006.SZ,20250915,7.55,300.037,7.55,7.57,300.8318,7.57,7.23,287.3202,7.23,7.48,297.2552,7.48,7.65,-0.17,-2.2222,575588.72,424002.15,4.2637,6.7669,1.28,,,1.8936,1.665,2.1435,0.0,,134999.5046,134998.7396,85059.9248,1009796.2944,1009790.5722,39.74,13.98108,555.60798,13.98108,18.32907,728.39713,18.32907,0.321,12.75654,0.321,7.49946,298.02847,7.49946,-0.949,-0.949,-0.949,0.414,0.414,0.414,0.775,0.775,0.775,7.039,279.725,7.039,7.427,295.149,7.427,7.815,310.573,7.815,142.47312,142.47312,142.47312,149.21466,149.21466,149.21466,10.1083,10.1083,10.1083,90.19802,90.19802,90.19802,0.61,24.2414,0.61,0.58802,23.36791,0.58802,31.35472,31.35472,19.69658,27.82941,27.82941,18.78749,11.33333,11.33333,14.0,19.55556,19.55556,19.55556,1.0,0.0,0.3345,13.29303,0.3345,0.53875,21.40993,0.53875,7.48939,7.36733,6.51922,7.24417,7.53574,7.0163,6.91744,297.62855,292.77763,259.01104,287.88342,299.47016,278.82786,274.89901,7.48939,7.36733,6.51764,7.24417,7.53574,7.0163,6.91744,0.23667,0.23667,0.23667,0.12156,0.12156,0.12156,7.46748,296.75783,7.46748,7.07138,281.01676,7.07138,55.78936,55.78936,55.78936,58.40563,58.40563,58.40563,57.53354,57.53354,57.53354,6.71492,266.85089,6.71492,7.35892,292.44345,7.35892,8.00292,318.03601,8.00292,3.0,0.0,7.484,7.427,6.93516,7.25833,7.538,6.81533,6.80778,297.41416,295.14898,275.60326,288.44617,299.56012,270.84135,270.54109,7.484,7.427,6.93516,7.25833,7.538,6.81533,6.80778,-0.024,-0.966,-0.024,0.189,7.497,0.189,0.176,7.013,0.176,28.27865,28.27865,28.27865,28.76107,28.76107,28.76107,58.54887,58.54887,58.54887,0.21,8.3454,0.21,0.28333,11.25967,0.28333,13908.77434,14222.48285,14222.48285,66.667,66.667,66.667,63.889,63.889,63.889,2.88858,2.88858,2.88858,3.92714,3.92714,3.92714,55.605,56.897,50.12,55.605,56.897,50.12,55.605,56.897,50.12,7.04,279.7696,7.04,7.555,300.2357,7.555,8.07,320.7018,8.07,0.37956,0.37956,0.37956,0.57108,0.57108,0.57108,129.75685,129.75685,129.75685,48.193,48.193,48.193,61.538,61.538,61.538,7.6755,305.02437,7.6755,7.3745,293.06263,7.3745,7.81682,310.64025,7.81682,6.79405,269.99573,6.79405
000007.SZ,20250915,7.57,62.70988,7.57,7.62,63.12408,7.62,7.47,61.88148,7.47,7.54,62.46136,7.54,7.57,-0.03,-0.3963,48132.01,36118.44,1.3893,2.2624,0.88,46.2982,46.0596,14.3023,8.5012,6.1882,0.0,,34644.8044,34644.8044,21275.216,261221.8252,261221.8252,8.284,-6.06926,-50.27772,-6.06926,0.39082,3.23753,0.39082,0.251,2.07928,0.251,7.57742,62.77132,7.57742,-0.768,-0.768,-0.768,-0.044,-0.044,-0.044,-0.226,-0.226,-0.226,7.369,61.042,7.369,7.588,62.859,7.588,7.807,64.676,7.807,78.28418,78.28418,78.28418,87.85311,87.85311,87.85311,7.83582,7.83582,7.83582,90.96612,90.96612,90.96612,0.157,1.30059,0.157,0.1871,1.54994,0.1871,8.27439,8.27439,8.27439,10.6915,10.6915,10.6915,21.76656,21.76656,21.76656,13.56467,13.56467,13.56467,2.0,0.0,0.033,0.27337,0.033,0.14658,1.2143,0.14658,7.56403,7.53876,6.83446,7.51152,7.57064,7.44337,7.35987,62.66046,62.45111,56.61664,62.22546,62.71522,61.66085,60.96915,7.56403,7.53876,6.83446,7.51152,7.57064,7.44337,7.35987,-0.35504,-0.35504,-0.35504,-0.21366,-0.21366,-0.21366,7.5603,62.6295,7.5603,7.46722,61.85847,7.46722,68.08905,68.08905,68.08905,61.49843,61.49843,61.49843,63.6953,63.6953,63.6953,7.10536,58.86077,7.10536,7.53336,62.40632,7.53336,7.96136,65.95187,7.96136,5.0,0.0,7.533,7.588,6.94472,7.51567,7.594,7.40867,7.53733,62.40337,62.85899,57.53006,62.25978,62.9087,61.37339,62.43927,7.533,7.588,6.94472,7.51567,7.594,7.40867,7.53733,-0.013,-0.107,-0.013,0.045,0.373,0.045,0.039,0.32,0.039,25.50892,25.50892,25.50892,26.0379,26.0379,26.0379,54.60033,54.60033,54.60033,0.0,0.0,0.0,-0.06667,-0.55227,-0.06667,2732.28481,2732.28481,2732.28481,50.0,50.0,50.0,58.333,58.333,58.333,0.0,0.0,0.0,-0.85349,-0.85349,-0.85349,50.584,51.611,46.36,50.584,51.611,46.36,50.584,51.611,46.36,7.25,60.059,7.25,7.625,63.1655,7.625,8.0,66.272,8.0,0.087,0.087,0.087,0.15832,0.15832,0.15832,150.90298,150.90298,150.90298,43.137,43.137,43.137,68.75,68.75,68.75,7.7469,64.17532,7.7469,7.4431,61.65864,7.4431,8.02345,66.46628,8.02345,6.97366,57.76976,6.97366
000008.SZ,20250915,2.89,64.75912,2.89,2.93,65.65544,2.93,2.88,64.53504,2.88,2.92,65.43136,2.92,2.87,0.05,1.7422,793767.57,230998.82,2.9222,4.7994,1.93,,,2.7046,3.8097,3.7287,0.0,,271637.7683,271629.6952,165387.8495,793182.2834,793158.71,22.408,-1.71738,-38.48301,-1.71738,-1.32498,-29.69022,-1.32498,0.069,1.54615,0.069,2.86383,64.17278,2.86383,2.336,2.336,2.336,2.696,2.696,2.696,1.36,1.36,1.36,2.755,61.733,2.755,2.882,64.58,2.882,3.009,67.427,3.009,109.87654,109.87654,109.87654,108.53659,108.53659,108.53659,133.83459,133.83459,133.83459,108.69565,108.69565,108.69565,-0.02,-0.44816,-0.02,0.00972,0.21781,0.00972,36.19827,36.19827,36.19827,30.23988,30.23988,30.23988,30.12048,30.12048,30.12048,16.86747,16.86747,16.86747,0.0,2.0,0.0255,0.5714,0.0255,-0.02925,-0.65543,-0.02925,2.86041,2.86282,2.71102,2.8617,2.87039,2.84859,2.83273,64.09599,64.15005,60.74846,64.12493,64.31961,63.83111,63.47583,2.86041,2.86282,2.71102,2.8617,2.87039,2.84859,2.83273,-0.38582,-0.38582,-0.38582,-0.29168,-0.29168,-0.29168,2.8606,64.10029,2.8606,2.85339,63.93883,2.85339,102.94702,102.94702,102.94702,48.12949,48.12949,48.12949,66.402,66.402,66.402,2.75589,61.75394,2.75589,2.85989,64.08437,2.85989,2.96389,66.4148,2.96389,0.0,13.0,2.838,2.882,2.72716,2.87567,2.858,2.8465,2.83556,63.5939,64.57986,61.1102,64.43794,64.04206,63.78437,63.53913,2.838,2.882,2.72716,2.87567,2.858,2.8465,2.83556,0.003,0.057,0.003,-0.003,-0.073,-0.003,-0.002,-0.045,-0.002,25.55902,25.55902,25.55902,26.11125,26.11125,26.11125,54.04469,54.04469,54.04469,0.04,0.89632,0.04,-0.095,-2.12876,-0.095,6357.14783,6508.1816,6508.1816,58.333,58.333,58.333,52.778,52.778,52.778,1.38889,1.38889,1.38889,-3.17346,-3.17346,-3.17346,59.505,55.041,72.349,59.505,55.041,72.349,59.505,55.041,72.349,2.76,61.84608,2.76,2.98,66.77584,2.98,3.2,71.7056,3.2,-0.05873,-0.05873,-0.05873,0.07461,0.07461,0.07461,157.87102,157.87102,157.87102,5.882,5.882,5.882,7.692,7.692,7.692,2.90853,65.17434,2.90853,2.79447,62.61848,2.79447,3.05043,68.35407,3.05043,2.65131,59.41055,2.65131
000009.SZ,20250915,11.38,102.48031,11.38,11.5,103.56095,11.5,10.88,97.97766,10.88,10.91,98.24782,10.91,11.38,-0.47,-4.1301,856288.32,950808.62,3.3241,5.1486,0.85,163.0076,127.546,2.8019,1.3911,1.3376,0.4125,0.275,257921.3965,257602.0465,166315.1993,2813922.4358,2810438.3273,9.0053,41.53213,375.52172,41.70008,28.99569,262.67127,29.16852,0.396,3.56468,0.39584,10.69229,96.26713,10.69005,-1.756,-1.756,-1.756,4.004,4.004,4.004,9.86,9.996,9.996,8.685,77.989,8.66,10.088,90.76,10.079,11.49,103.531,11.497,165.38462,165.38118,165.38118,171.85629,174.31929,174.31929,80.84556,80.84556,80.84556,205.52147,208.91817,208.91817,1.1876,10.88009,1.20819,0.75736,6.98797,0.77598,66.2405,66.57481,66.57481,61.82559,62.33448,62.33448,8.52601,8.52601,8.52601,39.16185,39.59782,39.59782,1.0,0.0,1.571,14.35726,1.59431,1.82467,16.6718,1.85133,10.69483,10.26214,9.06332,9.98181,10.97555,9.48483,9.22692,96.29414,92.34892,81.33572,89.78717,98.83716,85.25526,82.90782,10.69305,10.25495,9.03198,9.97048,10.97544,9.46723,9.20656,0.96561,0.9951,0.9951,0.75752,0.78689,0.78689,10.59046,95.34465,10.58762,9.61436,86.43483,9.59822,73.6966,73.65298,73.65298,80.0008,80.03379,80.03379,77.8994,77.90686,77.90686,9.14125,82.2551,9.13408,10.24525,92.19695,10.23808,11.34925,102.1388,11.34208,5.0,0.0,10.634,10.0875,8.8546,9.77067,11.088,9.362,8.93444,95.76236,90.76032,79.50413,87.84783,99.85077,84.11095,80.25003,10.634,10.07855,8.82859,9.75513,11.088,9.34016,8.91142,0.224,2.022,0.225,0.396,3.63,0.403,0.508,4.641,0.515,29.35966,29.37388,29.37388,28.10413,28.1177,28.1177,59.81849,59.81849,59.81849,1.46,13.14774,1.46,1.59667,14.5585,1.61666,27531.1133,27667.52996,27667.52996,50.0,50.0,50.0,54.167,54.167,54.167,15.44974,15.44974,15.44974,16.80136,17.04551,17.04551,65.924,66.849,59.795,66.175,67.152,59.897,66.175,67.152,59.897,9.17,82.5786,9.17,10.36,93.29491,10.36,11.55,104.01122,11.55,0.75644,0.77098,0.77098,0.3429,0.35045,0.35045,163.07132,163.07132,163.07132,32.821,32.821,32.821,51.613,51.613,51.613,11.31435,101.88912,11.31435,10.87065,97.89346,10.87065,10.96686,98.8132,10.97278,9.53194,85.88437,9.53709
000010.SZ,20250915,4.85,52.25875,4.85,4.88,52.582,4.88,4.72,50.858,4.72,4.83,52.04325,4.83,4.76,0.07,1.4706,439681.1,210948.59,5.6257,6.8619,0.96,315.1187,81.7821,18.1574,6.5934,5.8315,0.0,,114965.2292,78155.4111,64075.4047,555282.057,377490.6356,10.775,-8.15854,-87.90827,-8.15854,5.95518,64.16702,5.95518,0.257,2.76918,0.257,4.69254,50.56214,4.69254,3.389,3.389,3.389,3.463,3.463,3.463,3.426,3.426,3.426,4.461,48.072,4.461,4.694,50.572,4.693,4.926,53.073,4.926,97.31903,97.31903,97.31903,116.66667,116.66667,116.66667,106.1144,106.1144,106.1144,112.61872,112.61872,112.61872,0.488,5.2582,0.488,0.6563,7.07163,0.6563,5.04638,5.04638,5.04638,7.25337,7.25337,7.25337,21.83623,21.83623,21.83623,17.866,17.866,17.866,0.0,3.0,0.216,2.3274,0.216,0.18275,1.96913,0.18275,4.6905,4.61734,3.22309,4.49475,4.72188,4.12716,3.8637,50.5401,49.75187,34.72875,48.43092,50.87829,44.47012,41.63141,4.6905,4.61734,3.22309,4.49475,4.72188,4.12716,3.8637,-0.49184,-0.49184,-0.49184,-0.3071,-0.3071,-0.3071,4.68118,50.43972,4.68118,4.23841,45.66884,4.23841,76.10071,76.10071,76.10071,51.61348,51.61348,51.61348,59.77589,59.77589,59.77589,4.06821,43.83497,4.06821,4.61821,49.76122,4.61821,5.16821,55.68747,5.16821,0.0,9.0,4.672,4.6935,3.03716,4.63333,4.68,3.98367,3.65656,50.3408,50.57246,32.7254,49.92417,50.427,42.92401,39.39939,4.672,4.6935,3.03716,4.63333,4.68,3.98367,3.65656,-0.067,-0.72,-0.067,0.168,1.809,0.168,0.134,1.449,0.134,26.23685,26.23685,26.23685,26.64444,26.64444,26.64444,55.72666,55.72666,55.72666,0.12,1.293,0.12,-0.065,-0.70038,-0.065,4755.11951,4936.09967,4936.09967,41.667,41.667,41.667,33.333,33.333,33.333,2.54777,2.54777,2.54777,-1.32578,-1.32578,-1.32578,59.135,59.578,63.912,59.135,59.578,63.912,59.135,59.578,63.912,4.31,46.44025,4.31,4.655,50.15763,4.655,5.0,53.875,5.0,0.37919,0.37919,0.37919,0.98721,0.98721,0.98721,87.68641,87.68641,87.68641,28.333,28.333,28.333,17.308,17.308,17.308,4.78533,51.56193,4.78533,4.59767,49.53989,4.59767,4.97941,53.6531,4.97941,4.32789,46.63306,4.32789
000011.SZ,20250915,9.2,40.5812,9.2,9.22,40.66942,9.22,8.96,39.52256,8.96,9.17,40.44887,9.17,9.23,-0.06,-0.6501,94912.26,86204.47,1.8028,5.0748,1.05,,,1.6189,1.9988,1.8426,3.4024,,59597.9092,52647.5543,18702.6342,546512.8274,482778.0729,4.411,1.05996,4.67548,1.05996,-0.12718,-0.561,-0.12718,0.272,1.19979,0.272,9.17071,40.45199,9.17071,0.091,0.091,0.091,1.056,1.056,1.056,-2.533,-2.533,-2.533,8.594,37.907,8.594,9.257,40.833,9.257,9.92,43.758,9.92,107.35586,107.35586,107.35586,116.43287,116.43287,116.43287,34.38972,34.38972,34.38972,49.64851,49.64851,49.64851,-0.0346,-0.15262,-0.0346,0.06816,0.30065,0.06816,32.43882,32.43882,32.43882,39.98912,39.98912,39.98912,28.82883,28.82883,28.82883,16.81682,16.81682,16.81682,1.0,0.0,-0.314,-1.38505,-0.314,-0.25083,-1.10643,-0.25083,9.15495,9.1899,8.75463,9.17508,9.16223,9.03761,8.92551,40.3825,40.53665,38.45662,40.47129,40.41458,39.86483,39.36883,9.15495,9.1899,8.71834,9.17508,9.16223,9.03759,8.92515,-0.51072,-0.51072,-0.51072,-0.7709,-0.7709,-0.7709,9.16376,40.42134,9.16376,9.08477,40.0729,9.08477,95.80079,95.80079,95.80079,58.03912,58.03912,58.03912,70.62634,70.62634,70.62634,8.73948,38.54983,8.73948,9.18148,40.49949,9.18148,9.62348,42.44915,9.62348,1.0,0.0,9.072,9.257,8.77608,9.34667,9.17,8.99983,8.82811,40.01659,40.83263,38.71129,41.22815,40.44887,39.69826,38.9408,9.072,9.257,8.77608,9.34667,9.17,8.99983,8.82811,-0.031,-0.138,-0.031,-0.007,-0.029,-0.007,-0.022,-0.098,-0.022,26.46198,26.46198,26.46198,27.25794,27.25794,27.25794,33.24334,33.24334,33.24334,0.08,0.35288,0.08,-0.19667,-0.8675,-0.19667,6103.57121,6270.15418,6270.15418,50.0,50.0,50.0,55.556,55.556,55.556,0.88009,0.88009,0.88009,-2.04442,-2.04442,-2.04442,49.231,51.16,51.305,49.231,51.16,51.305,49.231,51.16,51.305,8.75,38.59625,8.75,9.625,42.45588,9.625,10.5,46.3155,10.5,-0.11663,-0.11663,-0.11663,0.24937,0.24937,0.24937,121.77651,121.77651,121.77651,25.0,25.0,25.0,40.0,40.0,40.0,9.33402,41.17236,9.33402,8.96798,39.55776,8.96798,10.00195,44.11859,10.00195,8.69328,38.34606,8.69328
